qid,text,answer,source
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Intellectual,Human14
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human15
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Intellectual,Human16
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Environmental,Human17
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human18
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Occupational,Human19
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Emotional,Human20
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human21
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human22
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Environmental,Human23
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Environmental,Human24
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human25
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human26
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human27
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Environmental,Human28
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human01
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human02
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Intellectual,Human03
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human04
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Spiritual,Human05
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Environmental,Human06
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Spiritual,Human07
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Intellectual,Human08
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Spiritual,Human09
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human10
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human11
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human12
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human13
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Intellectual,Human14
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Spiritual,Human15
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human16
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Spiritual,Human17
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Environmental,Human18
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Occupational,Human19
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Intellectual,Human20
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Intellectual,Human21
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human22
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Environmental,Human23
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Environmental,Human24
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Spiritual,Human25
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human26
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Spiritual,Human27
PWB_8,"In general, I feel I am in charge of the situation in which I live.2",Emotional,Human28
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Emotional,Human01
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Emotional,Human02
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Intellectual,Human03
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Emotional,Human04
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human05
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Environmental,Human06
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human07
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human08
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human09
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Emotional,Human10
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Emotional,Human11
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Emotional,Human12
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Emotional,Human13
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Intellectual,Human14
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human15
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Occupational,Human16
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Emotional,Human17
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Social,Human18
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Occupational,Human19
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Emotional,Human20
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human21
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human22
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Environmental,Human23
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Environmental,Human24
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human25
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human26
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Spiritual,Human27
PWB_8,"In general, I feel I am in charge of the situation in which I live.3",Environmental,Human28
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human01
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human02
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Intellectual,Human03
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human04
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human05
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Environmental,Human06
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human07
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human08
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human09
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human10
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human11
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human12
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human13
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Intellectual,Human14
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human15
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Intellectual,Human16
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human17
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human18
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human19
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human20
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Emotional,Human21
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human22
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Environmental,Human23
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Environmental,Human24
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human25
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human26
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Spiritual,Human27
PWB_8,"In general, I feel I am in charge of the situation in which I live.4",Environmental,Human28
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Emotional,Human01
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Emotional,Human02
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Intellectual,Human03
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Emotional,Human04
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Spiritual,Human05
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Environmental,Human06
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Spiritual,Human07
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Occupational,Human08
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Spiritual,Human09
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Emotional,Human10
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Emotional,Human11
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Emotional,Human12
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Emotional,Human13
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Intellectual,Human14
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Spiritual,Human15
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Intellectual,Human16
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Environmental,Human17
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Spiritual,Human18
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Intellectual,Human19
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Emotional,Human20
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Spiritual,Human21
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Spiritual,Human22
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Environmental,Human23
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Environmental,Human24
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Spiritual,Human25
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Environmental,Human26
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Spiritual,Human27
PWB_8,"In general, I feel I am in charge of the situation in which I live.5",Environmental,Human28
PWB_9,I am good at managing the responsibilities of daily life.,Emotional,Human01
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human02
PWB_9,I am good at managing the responsibilities of daily life.,Intellectual,Human03
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human04
PWB_9,I am good at managing the responsibilities of daily life.,Intellectual,Human05
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human06
PWB_9,I am good at managing the responsibilities of daily life.,Intellectual,Human07
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human08
PWB_9,I am good at managing the responsibilities of daily life.,Emotional,Human09
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human10
PWB_9,I am good at managing the responsibilities of daily life.,Emotional,Human11
PWB_9,I am good at managing the responsibilities of daily life.,Intellectual,Human12
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human13
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human14
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human15
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human16
PWB_9,I am good at managing the responsibilities of daily life.,Environmental,Human17
PWB_9,I am good at managing the responsibilities of daily life.,Emotional,Human18
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human19
PWB_9,I am good at managing the responsibilities of daily life.,Intellectual,Human20
PWB_9,I am good at managing the responsibilities of daily life.,Intellectual,Human21
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human22
PWB_9,I am good at managing the responsibilities of daily life.,Environmental,Human23
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human24
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human25
PWB_9,I am good at managing the responsibilities of daily life.,Emotional,Human26
PWB_9,I am good at managing the responsibilities of daily life.,Occupational,Human27
PWB_9,I am good at managing the responsibilities of daily life.,Spiritual,Human28
PWB_9,I am good at managing the responsibilities of daily life.2,Emotional,Human01
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human02
PWB_9,I am good at managing the responsibilities of daily life.2,Intellectual,Human03
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human04
PWB_9,I am good at managing the responsibilities of daily life.2,Intellectual,Human05
PWB_9,I am good at managing the responsibilities of daily life.2,Emotional,Human06
PWB_9,I am good at managing the responsibilities of daily life.2,Intellectual,Human07
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human08
PWB_9,I am good at managing the responsibilities of daily life.2,Emotional,Human09
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human10
PWB_9,I am good at managing the responsibilities of daily life.2,Emotional,Human11
PWB_9,I am good at managing the responsibilities of daily life.2,Intellectual,Human12
PWB_9,I am good at managing the responsibilities of daily life.2,Emotional,Human13
PWB_9,I am good at managing the responsibilities of daily life.2,Intellectual,Human14
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human15
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human16
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human17
PWB_9,I am good at managing the responsibilities of daily life.2,Emotional,Human18
PWB_9,I am good at managing the responsibilities of daily life.2,Physical,Human19
PWB_9,I am good at managing the responsibilities of daily life.2,Intellectual,Human20
PWB_9,I am good at managing the responsibilities of daily life.2,Intellectual,Human21
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human22
PWB_9,I am good at managing the responsibilities of daily life.2,Environmental,Human23
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human24
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human25
PWB_9,I am good at managing the responsibilities of daily life.2,Emotional,Human26
PWB_9,I am good at managing the responsibilities of daily life.2,Occupational,Human27
PWB_9,I am good at managing the responsibilities of daily life.2,Environmental,Human28
PWB_9,I am good at managing the responsibilities of daily life.3,Emotional,Human01
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human02
PWB_9,I am good at managing the responsibilities of daily life.3,Intellectual,Human03
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human04
PWB_9,I am good at managing the responsibilities of daily life.3,Intellectual,Human05
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human06
PWB_9,I am good at managing the responsibilities of daily life.3,Intellectual,Human07
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human08
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human09
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human10
PWB_9,I am good at managing the responsibilities of daily life.3,Emotional,Human11
PWB_9,I am good at managing the responsibilities of daily life.3,Intellectual,Human12
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human13
PWB_9,I am good at managing the responsibilities of daily life.3,Intellectual,Human14
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human15
PWB_9,I am good at managing the responsibilities of daily life.3,Intellectual,Human16
PWB_9,I am good at managing the responsibilities of daily life.3,Environmental,Human17
PWB_9,I am good at managing the responsibilities of daily life.3,Environmental,Human18
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human19
PWB_9,I am good at managing the responsibilities of daily life.3,Intellectual,Human20
PWB_9,I am good at managing the responsibilities of daily life.3,Intellectual,Human21
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human22
PWB_9,I am good at managing the responsibilities of daily life.3,Environmental,Human23
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human24
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human25
PWB_9,I am good at managing the responsibilities of daily life.3,Emotional,Human26
PWB_9,I am good at managing the responsibilities of daily life.3,Occupational,Human27
PWB_9,I am good at managing the responsibilities of daily life.3,Environmental,Human28
PWB_9,I am good at managing the responsibilities of daily life.4,Emotional,Human01
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human02
PWB_9,I am good at managing the responsibilities of daily life.4,Intellectual,Human03
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human04
PWB_9,I am good at managing the responsibilities of daily life.4,Intellectual,Human05
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human06
PWB_9,I am good at managing the responsibilities of daily life.4,Intellectual,Human07
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human08
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human09
PWB_9,I am good at managing the responsibilities of daily life.4,Emotional,Human10
PWB_9,I am good at managing the responsibilities of daily life.4,Emotional,Human11
PWB_9,I am good at managing the responsibilities of daily life.4,Intellectual,Human12
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human13
PWB_9,I am good at managing the responsibilities of daily life.4,Intellectual,Human14
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human15
PWB_9,I am good at managing the responsibilities of daily life.4,Intellectual,Human16
PWB_9,I am good at managing the responsibilities of daily life.4,Spiritual,Human17
PWB_9,I am good at managing the responsibilities of daily life.4,Social,Human18
PWB_9,I am good at managing the responsibilities of daily life.4,Emotional,Human19
PWB_9,I am good at managing the responsibilities of daily life.4,Intellectual,Human20
PWB_9,I am good at managing the responsibilities of daily life.4,Intellectual,Human21
PWB_9,I am good at managing the responsibilities of daily life.4,Spiritual,Human22
PWB_9,I am good at managing the responsibilities of daily life.4,Environmental,Human23
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human24
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human25
PWB_9,I am good at managing the responsibilities of daily life.4,Emotional,Human26
PWB_9,I am good at managing the responsibilities of daily life.4,Occupational,Human27
PWB_9,I am good at managing the responsibilities of daily life.4,Spiritual,Human28
PWB_9,I am good at managing the responsibilities of daily life.5,Emotional,Human01
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human02
PWB_9,I am good at managing the responsibilities of daily life.5,Intellectual,Human03
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human04
PWB_9,I am good at managing the responsibilities of daily life.5,Intellectual,Human05
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human06
PWB_9,I am good at managing the responsibilities of daily life.5,Intellectual,Human07
PWB_9,I am good at managing the responsibilities of daily life.5,Social,Human08
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human09
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human10
PWB_9,I am good at managing the responsibilities of daily life.5,Emotional,Human11
PWB_9,I am good at managing the responsibilities of daily life.5,Intellectual,Human12
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human13
PWB_9,I am good at managing the responsibilities of daily life.5,Intellectual,Human14
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human15
PWB_9,I am good at managing the responsibilities of daily life.5,Emotional,Human16
PWB_9,I am good at managing the responsibilities of daily life.5,Environmental,Human17
PWB_9,I am good at managing the responsibilities of daily life.5,Emotional,Human18
PWB_9,I am good at managing the responsibilities of daily life.5,Intellectual,Human19
PWB_9,I am good at managing the responsibilities of daily life.5,Intellectual,Human20
PWB_9,I am good at managing the responsibilities of daily life.5,Intellectual,Human21
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human22
PWB_9,I am good at managing the responsibilities of daily life.5,Environmental,Human23
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human24
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human25
PWB_9,I am good at managing the responsibilities of daily life.5,Emotional,Human26
PWB_9,I am good at managing the responsibilities of daily life.5,Occupational,Human27
PWB_9,I am good at managing the responsibilities of daily life.5,Environmental,Human28
